filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
4931060607.dng,2519790729.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,125,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:38:05, jpeg DateTimeOriginal=2021-03-17 14:38:05 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4961762475.dng,4087176640.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:39:24, jpeg DateTimeOriginal=2021-03-17 14:39:24 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6538901701.dng,6175657783.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:40:02, jpeg DateTimeOriginal=2021-03-17 14:40:02 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3299647082.dng,6127115272.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:41:00, jpeg DateTimeOriginal=2021-03-17 14:41:00 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
2118823777.dng,0463054142.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:41:45, jpeg DateTimeOriginal=2021-03-17 14:41:45 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7075058841.dng,5245914745.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:51:53, jpeg DateTimeOriginal=2021-03-17 14:51:53 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6647644778.dng,2323600335.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:52:48, jpeg DateTimeOriginal=2021-03-17 14:52:48 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9746543748.dng,3329694002.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,2000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:54:11, jpeg DateTimeOriginal=2021-03-17 14:54:11 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
2190396038.dng,0051491509.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,1250,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:55:19, jpeg DateTimeOriginal=2021-03-17 14:55:19 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1221334163.dng,3201320131.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,160,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 14:58:12, jpeg DateTimeOriginal=2021-03-17 14:58:12 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6211681739.dng,0378493781.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 15:02:58, jpeg DateTimeOriginal=2021-03-17 15:02:58 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4843511264.dng,3908430243.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,1000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-17 15:05:32, jpeg DateTimeOriginal=2021-03-17 15:05:32 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5939712236.dng,5913613511.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 14:09:02, jpeg DateTimeOriginal=2021-03-19 14:09:02 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0954393361.dng,6210825278.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 14:10:47, jpeg DateTimeOriginal=2021-03-19 14:10:47 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5606014241.dng,8966018600.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 14:18:12, jpeg DateTimeOriginal=2021-03-19 14:18:12 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4919822709.dng,5177284122.jpg,SIGMA fp L,28 - 70mm F2.8 DG DN | Contemporary 021,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 14:24:42, jpeg DateTimeOriginal=2021-03-19 14:24:42 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9082934470.dng,7480222044.jpg,SIGMA fp L,LUMIX S 85/F1.8,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 14:42:29, jpeg DateTimeOriginal=2021-03-19 14:42:29 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8312862690.dng,6319503095.jpg,SIGMA fp L,LUMIX S 85/F1.8,5000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 18:36:48, jpeg DateTimeOriginal=2021-03-19 18:36:48 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8667784083.dng,5498233843.jpg,SIGMA fp L,LUMIX S 85/F1.8,2500,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 18:44:15, jpeg DateTimeOriginal=2021-03-19 18:44:15 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
2488053722.dng,9455794406.jpg,SIGMA fp L,LUMIX S 85/F1.8,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 18:51:05, jpeg DateTimeOriginal=2021-03-19 18:51:05 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7456447259.dng,7954461446.jpg,SIGMA fp L,LUMIX S 85/F1.8,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-19 18:57:44, jpeg DateTimeOriginal=2021-03-19 18:57:44, 주의: 동률 후보 있음(다른 raw/jpeg도 같은 비용으로 매칭 가능했음 - 전역 최적 배정이 임의로 하나를 골랐으니 수동 확인 권장) | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7797636607.dng,9404479571.jpg,SIGMA fp L,LUMIX S 85/F1.8,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2021-03-23 18:26:20, jpeg DateTimeOriginal=2021-03-23 18:26:20 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7021580800.dng,8301801760.jpg,Sigma BF,35mm F2 DG | Contemporary 020,5000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 17:37:09, jpeg DateTimeOriginal=2025-02-24 17:37:09 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3556845211.dng,5827397480.jpg,Sigma BF,35mm F2 DG | Contemporary 020,8000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 17:48:09, jpeg DateTimeOriginal=2025-02-24 17:48:09 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0424949814.dng,2719522446.jpg,Sigma BF,35mm F2 DG | Contemporary 020,8000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 17:58:03, jpeg DateTimeOriginal=2025-02-24 17:58:03 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7685047730.dng,0834623586.jpg,Sigma BF,35mm F2 DG | Contemporary 020,2500,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 17:59:35, jpeg DateTimeOriginal=2025-02-24 17:59:35 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1280213837.dng,4380941908.jpg,Sigma BF,35mm F2 DG | Contemporary 020,2500,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 18:12:14, jpeg DateTimeOriginal=2025-02-24 18:12:14 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5188079719.dng,6074436264.jpg,Sigma BF,35mm F2 DG | Contemporary 020,10000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 18:13:55, jpeg DateTimeOriginal=2025-02-24 18:13:55 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4775473107.dng,8541285498.jpg,Sigma BF,35mm F2 DG | Contemporary 020,12800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 18:16:08, jpeg DateTimeOriginal=2025-02-24 18:16:08 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1381592919.dng,4065320475.jpg,Sigma BF,35mm F2 DG | Contemporary 020,2000,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-24 19:41:37, jpeg DateTimeOriginal=2025-02-24 19:41:37 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1280552934.dng,6342369305.jpg,Sigma BF,35mm F2 DG | Contemporary 020,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 09:37:19, jpeg DateTimeOriginal=2025-02-25 09:37:19 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8041505093.dng,0467627808.jpg,Sigma BF,35mm F2 DG | Contemporary 020,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 09:55:28, jpeg DateTimeOriginal=2025-02-25 09:55:28 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0833111245.dng,3742436231.jpg,Sigma BF,35mm F2 DG | Contemporary 020,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 11:22:06, jpeg DateTimeOriginal=2025-02-25 11:22:06 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3475579446.dng,7141232241.jpg,Sigma BF,35mm F2 DG | Contemporary 020,160,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 11:33:32, jpeg DateTimeOriginal=2025-02-25 11:33:32 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5925994358.dng,8653700826.jpg,Sigma BF,LUMIX S 20-60/F3.5-5.6,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 11:38:21, jpeg DateTimeOriginal=2025-02-25 11:38:21 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9855448132.dng,4515137368.jpg,Sigma BF,LUMIX S 20-60/F3.5-5.6,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 11:39:40, jpeg DateTimeOriginal=2025-02-25 11:39:40 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8768997300.dng,9533433733.jpg,Sigma BF,LUMIX S 20-60/F3.5-5.6,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 12:34:45, jpeg DateTimeOriginal=2025-02-25 12:34:45 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0382809266.dng,7434747282.jpg,Sigma BF,LUMIX S 20-60/F3.5-5.6,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-02-25 13:18:11, jpeg DateTimeOriginal=2025-02-25 13:18:11, 주의: 동률 후보 있음(다른 raw/jpeg도 같은 비용으로 매칭 가능했음 - 전역 최적 배정이 임의로 하나를 골랐으니 수동 확인 권장) | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
